year,geography_id,geography_name,geography_level,parent_district_id,parent_district_name,focus_role,area_type,table_basis,count_male,count_female,count_total,rate,within_area_count,outside_area_count,outside_state_count,source_id,quality_flag
2019,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,10050,9270,19320,,9381,9939,2044,karnataka_crs_2019,
2019,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,5242,4855,10097,15.59,9381,716,,karnataka_crs_2019,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,1421,1340,2761,,2261,500,100,karnataka_crs_2020,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,6608,6350,12958,13.4,2261,10697,,karnataka_crs_2020,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,16641,16114,32755,,17208,15547,3225,karnataka_crs_2020,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,14507,14007,28514,12.94,17208,11306,,karnataka_crs_2020,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,15220,14774,29994,,14947,15047,3125,karnataka_crs_2020,
2020,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,7899,7657,15556,12.59,14947,609,,karnataka_crs_2020,
2020,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,8501,8266,16767,,8521,8246,1858,karnataka_crs_2020,
2020,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,4608,4511,9119,13.65,8521,598,,karnataka_crs_2020,
2021,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,1311,1242,2553,,13597,1903,75,karnataka_crs_2021,
2021,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,7467,7183,14650,15.39,13597,1052,,karnataka_crs_2021,
2021,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,15598,14948,30546,,24405,3083,3058,karnataka_crs_2021,
2021,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,13257,12658,25915,11.68,24405,1509,,karnataka_crs_2021,
